Name,Age,Gender,Math,Physics,CS,Passed
Olivia,21,M,81,95,43,Yes
Liam,23,F,70,75,62,Yes
Alice,25,F,94,66,100,Yes
Charlie,22,F,99,78,88,Yes
Paul,24,M,98,33,75,Yes
Paul,20,F,69,30,51,No
Ivy,23,M,66,53,76,Yes
Grace,19,F,73,41,63,No
Jack,25,F,33,78,36,No
Frank,20,F,39,75,75,Yes
Quinn,18,M,74,38,33,No
Ivy,25,M,94,36,36,No
Paul,18,F,95,40,89,Yes
Frank,22,M,94,62,98,Yes
Charlie,20,M,72,81,34,Yes
Charlie,18,M,98,41,38,No
Olivia,24,F,69,89,59,Yes
Noah,19,F,45,59,57,No
Steve,18,M,83,93,89,Yes
Steve,21,M,95,51,62,Yes
Uma,25,M,42,79,97,Yes
Noah,24,F,39,75,48,No
Rachel,18,M,64,79,92,Yes
Uma,22,F,38,71,90,Yes
Alice,23,F,62,32,57,No
Alice,20,F,62,65,35,No
Uma,23,F,70,81,92,Yes
Bob,23,M,93,86,59,Yes
Olivia,18,M,35,43,71,No
Alice,18,F,76,41,67,Yes
Ivy,19,F,93,88,95,Yes
Bob,21,F,81,75,65,Yes
Uma,24,F,92,89,78,Yes
Grace,21,M,92,77,47,Yes
Quinn,24,F,48,76,96,Yes
Diana,19,M,33,35,63,No
Grace,20,M,80,80,30,Yes
Diana,23,F,33,96,46,No
Tom,18,M,38,62,100,Yes
Charlie,21,F,42,45,68,No
Frank,19,M,43,45,98,Yes
Steve,19,F,54,74,99,Yes
Henry,23,F,77,91,60,Yes
Bob,18,M,40,70,99,Yes
Charlie,20,M,88,98,77,Yes
Mia,19,M,66,85,74,Yes
Mia,22,F,31,82,80,Yes
Mia,19,M,72,87,63,Yes
Uma,19,M,62,69,56,Yes
Liam,24,M,48,31,37,No
Frank,24,F,85,38,49,No
Rachel,25,M,62,51,60,No
Jack,20,M,58,53,40,No
Grace,22,M,67,68,83,Yes
Mia,21,F,74,94,99,Yes
Liam,25,M,45,50,100,Yes
Charlie,24,F,91,89,34,Yes
Grace,19,F,55,63,54,No
Grace,24,M,88,33,84,Yes
Steve,25,F,85,74,95,Yes
Tom,23,F,40,37,66,No
Grace,19,M,76,37,84,Yes
Henry,19,M,49,63,92,Yes
Frank,25,F,38,51,80,No
Grace,22,F,91,61,74,Yes
Henry,18,M,69,66,42,No
Tom,22,F,36,52,47,No
Quinn,23,M,36,44,58,No
Diana,20,M,45,54,35,No
Noah,24,M,47,67,72,Yes
Liam,23,F,83,68,68,Yes
Olivia,25,F,82,94,84,Yes
Tom,21,M,84,48,69,Yes
Paul,22,M,93,33,96,Yes
Ivy,22,F,91,74,93,Yes
Steve,18,M,99,77,47,Yes
Bob,23,F,33,90,65,Yes
Grace,19,M,42,84,57,Yes
Quinn,19,F,100,73,42,Yes
Diana,19,F,83,44,69,Yes
Liam,18,F,67,60,53,Yes
Grace,21,M,93,52,84,Yes
Steve,24,F,71,72,56,Yes
Henry,20,F,80,35,40,No
Rachel,21,F,54,40,66,No
Liam,21,M,63,92,89,Yes
Olivia,24,F,84,59,92,Yes
Tom,25,M,59,46,56,No
Diana,18,M,34,78,62,No
Uma,19,M,65,69,96,Yes
Uma,25,M,46,35,44,No
Noah,21,F,81,84,30,Yes
Rachel,23,F,73,64,45,Yes
Grace,24,F,45,67,75,Yes
Bob,18,F,35,33,46,No
Olivia,20,M,60,84,79,Yes
Steve,25,M,39,95,48,Yes
Uma,20,M,51,32,48,No
Quinn,21,F,72,81,90,Yes
Paul,20,F,60,94,62,Yes
Tom,22,F,57,90,74,Yes
Uma,24,M,75,90,64,Yes
Uma,18,F,47,98,88,Yes
Liam,18,M,99,36,58,Yes
Mia,25,M,46,100,49,Yes
Ivy,22,F,83,59,79,Yes
Rachel,20,M,87,86,61,Yes
Alice,22,M,30,68,71,No
Diana,23,F,56,85,67,Yes
Henry,21,F,52,31,96,No
Noah,18,M,73,46,44,No
Grace,25,F,58,91,97,Yes
Grace,21,F,40,98,33,No
Bob,18,F,51,72,48,No
Noah,25,F,40,62,51,No
Frank,25,F,31,96,84,Yes
Diana,18,M,52,66,89,Yes
Bob,23,M,70,69,46,Yes
Olivia,19,F,57,40,30,No
Mia,22,M,59,48,90,Yes
Olivia,25,F,50,61,80,Yes
Liam,24,F,30,94,47,No
Jack,19,M,78,90,56,Yes
Jack,18,F,78,55,81,Yes
Henry,25,M,41,48,80,No
Charlie,23,M,33,57,43,No
Diana,19,M,54,32,77,No
Ivy,18,F,82,38,62,Yes
Bob,24,M,60,33,58,No
Jack,20,M,88,60,66,Yes
Grace,25,F,50,80,55,Yes
Olivia,21,M,57,92,54,Yes
Uma,22,F,77,93,32,Yes
Liam,18,F,53,31,59,No
Eva,22,F,65,97,38,Yes
Liam,18,F,98,81,33,Yes
Liam,22,F,86,38,83,Yes
Steve,19,M,96,47,99,Yes
Quinn,19,F,85,81,96,Yes
Mia,25,M,30,60,81,No
Noah,24,M,83,70,84,Yes
Diana,25,F,73,48,44,No
Steve,18,F,67,53,86,Yes
Grace,25,M,73,97,42,Yes
Liam,25,F,44,67,65,No
Charlie,20,M,30,73,81,Yes
Olivia,20,M,57,53,79,Yes
Frank,20,F,49,50,66,No
Frank,23,M,82,34,68,Yes
Frank,22,M,60,85,84,Yes
Charlie,18,F,86,37,54,No
Jack,23,M,47,38,53,No
Noah,20,F,32,90,46,No
Tom,20,M,37,89,61,Yes
Mia,21,M,92,45,56,Yes
Diana,25,F,82,51,68,Yes
Tom,22,F,51,87,59,Yes
Eva,18,F,77,49,41,No
Charlie,18,M,54,47,60,No
Bob,22,F,53,65,51,No
Henry,20,M,44,35,35,No
Eva,25,F,38,98,53,Yes
Uma,23,F,83,31,86,Yes
Eva,18,F,62,47,57,No
Quinn,20,F,73,88,41,Yes
Ivy,20,F,66,99,37,Yes
Tom,19,M,75,66,60,Yes
Jack,25,F,39,38,45,No
Tom,24,F,56,38,92,Yes
Liam,25,F,74,78,98,Yes
Quinn,21,M,56,48,40,No
Rachel,19,F,90,49,51,Yes
Bob,20,M,59,91,60,Yes
Quinn,24,F,59,84,48,Yes
Ivy,24,M,60,37,37,No
Tom,18,M,51,55,90,Yes
Diana,24,M,57,34,51,No
Mia,24,F,92,63,71,Yes
Uma,20,F,43,85,77,Yes
Diana,18,F,73,45,58,No
Steve,22,M,88,45,74,Yes
Ivy,24,M,60,83,65,Yes
Noah,19,F,76,70,76,Yes
Mia,20,F,50,33,85,No
Henry,25,F,47,35,41,No
Rachel,19,F,87,39,80,Yes
Frank,22,M,69,77,45,Yes
Jack,25,M,36,40,50,No
Ivy,20,M,73,38,74,Yes
Grace,24,F,78,87,64,Yes
Noah,20,M,91,41,47,No
Charlie,19,M,57,78,44,No
Grace,25,F,78,34,45,No
Henry,22,M,67,95,78,Yes
Tom,23,F,97,48,68,Yes
Alice,24,M,82,90,68,Yes
Noah,25,M,48,59,86,Yes
Quinn,19,M,66,42,81,Yes
Grace,24,M,87,59,63,Yes
Alice,23,F,51,54,90,Yes
Grace,24,F,95,59,50,Yes
Rachel,23,F,32,35,57,No
Uma,25,F,73,74,78,Yes
Frank,24,F,83,58,89,Yes
Grace,24,F,79,45,41,No
Henry,23,M,98,70,40,Yes
Charlie,25,F,81,81,53,Yes
Liam,20,F,88,31,79,Yes
Grace,18,F,56,78,72,Yes
Noah,21,F,81,78,97,Yes
Henry,21,F,30,57,53,No
Grace,20,M,85,60,30,No
Ivy,18,F,97,74,31,Yes
Quinn,19,M,34,52,46,No
Paul,19,M,96,53,75,Yes
Alice,23,M,82,30,58,No
Frank,22,F,48,53,100,Yes
Frank,20,F,59,61,64,Yes
Jack,22,F,39,80,70,Yes
Eva,25,M,60,95,63,Yes
Paul,18,M,75,94,91,Yes
Rachel,19,M,77,92,82,Yes
Eva,25,F,45,91,83,Yes
Ivy,21,F,96,31,60,Yes
Frank,21,F,47,79,65,Yes
Uma,22,F,34,35,92,No
Quinn,25,F,61,94,66,Yes
Rachel,25,F,62,60,88,Yes
Charlie,22,M,97,42,57,Yes
Quinn,18,M,58,38,80,No
Mia,25,M,71,50,52,No
Tom,20,F,32,84,87,Yes
Ivy,25,M,50,68,92,Yes
Steve,25,F,80,41,74,Yes
Henry,18,M,56,70,80,Yes
Olivia,21,F,57,73,37,No
Noah,25,F,42,40,43,No
Eva,23,M,54,76,93,Yes
Steve,22,F,81,35,50,No
Rachel,23,M,35,64,33,No
Alice,21,F,39,30,39,No
Eva,23,F,95,79,68,Yes
Charlie,19,M,39,51,57,No
Liam,24,F,46,36,49,No
Tom,20,M,78,85,68,Yes
Frank,22,M,59,48,51,No
Tom,19,F,33,52,55,No
Uma,18,M,32,80,94,Yes
Alice,22,M,69,37,42,No
Eva,20,F,44,82,81,Yes
Uma,20,F,64,33,81,No
Bob,23,F,34,62,57,No
Charlie,25,F,62,31,33,No
Uma,21,F,84,100,31,Yes
Rachel,20,M,81,33,73,Yes
Rachel,18,F,37,91,30,No
Ivy,24,F,86,88,54,Yes
Mia,18,M,96,68,35,Yes
Paul,21,F,84,86,70,Yes
Henry,18,M,50,89,98,Yes
Charlie,21,F,80,68,90,Yes
Diana,18,M,56,81,30,No
Noah,18,F,60,50,31,No
Noah,24,F,34,54,63,No
Tom,23,F,48,81,66,Yes
Rachel,24,M,53,91,85,Yes
Uma,23,M,70,38,35,No
Grace,21,M,85,74,57,Yes
Rachel,22,F,31,100,93,Yes
Liam,20,F,81,31,53,No
Noah,20,F,54,86,34,No
Noah,22,M,62,94,35,Yes
Bob,22,M,45,73,64,Yes
Steve,24,F,54,80,36,No
Mia,21,M,63,47,61,No
Grace,25,F,83,81,36,Yes
Olivia,21,M,73,44,42,No
Uma,25,M,94,59,78,Yes
Ivy,24,M,68,69,70,Yes
Alice,25,F,60,41,39,No
Tom,25,F,60,66,99,Yes
Jack,21,F,61,82,64,Yes
Uma,18,M,87,41,72,Yes
Grace,22,F,45,62,92,Yes
Steve,24,F,72,77,35,Yes
Frank,24,F,41,56,53,No
Olivia,23,F,67,56,74,Yes
Alice,22,M,43,82,61,Yes
Noah,18,M,96,75,40,Yes
Quinn,22,M,78,89,70,Yes
Paul,18,F,75,55,37,No
Rachel,18,F,95,32,63,Yes
Quinn,21,F,95,70,84,Yes
Frank,22,M,99,39,97,Yes
Bob,22,F,60,36,38,No
Liam,18,F,49,47,31,No
Steve,18,M,40,92,71,Yes
Liam,18,M,73,32,41,No
Alice,21,M,85,35,34,No
Alice,22,M,92,50,32,No
Eva,19,F,39,32,67,No
Frank,21,M,93,84,49,Yes
Jack,21,M,37,65,47,No
Liam,22,M,81,67,66,Yes
Olivia,22,M,84,79,97,Yes
Charlie,25,M,60,54,67,Yes
Steve,22,M,95,76,30,Yes
Quinn,18,M,51,83,98,Yes
Steve,23,F,98,47,36,Yes
Eva,25,M,85,93,61,Yes
Jack,20,M,35,63,81,No
Eva,22,F,34,76,41,No
Grace,23,M,49,40,34,No
Tom,22,F,78,58,49,Yes
Paul,20,F,84,51,88,Yes
Jack,25,F,32,98,91,Yes
Steve,20,F,78,72,58,Yes
Frank,18,M,79,61,41,Yes
Alice,23,F,76,59,99,Yes
Noah,20,F,49,82,91,Yes
Paul,21,M,60,68,67,Yes
Charlie,19,M,46,78,91,Yes
Quinn,24,M,60,98,95,Yes
Grace,18,M,61,95,39,Yes
Rachel,18,F,72,51,68,Yes
Alice,19,M,33,87,45,No
Tom,22,M,34,55,40,No
Quinn,20,F,68,38,66,No
Ivy,25,M,82,74,76,Yes
Noah,24,F,33,70,99,Yes
Steve,22,M,96,30,49,No
Henry,19,M,73,62,85,Yes
Diana,22,M,92,68,37,Yes
Rachel,22,M,94,92,56,Yes
Frank,21,F,67,33,89,Yes
Henry,20,M,98,82,67,Yes
Liam,20,M,83,76,61,Yes
Olivia,19,F,31,38,58,No
Bob,25,M,88,41,99,Yes
Mia,19,F,63,88,72,Yes
Rachel,21,M,41,87,69,Yes
Tom,24,F,82,42,81,Yes
Charlie,21,M,73,57,80,Yes
Noah,19,M,53,39,34,No
Frank,25,M,60,32,86,No
Liam,20,F,92,85,70,Yes
Frank,25,F,41,92,92,Yes
Diana,18,F,53,84,74,Yes
Paul,19,M,44,51,80,No
Liam,18,M,79,89,42,Yes
Mia,25,F,76,36,55,No
Noah,22,M,89,81,58,Yes
Tom,19,F,78,82,87,Yes
Henry,19,F,57,93,36,Yes
Diana,23,M,72,49,41,No
Paul,18,M,33,56,37,No
Rachel,21,F,65,53,59,No
Uma,24,M,55,42,99,Yes
Charlie,24,M,31,33,82,No
Mia,24,F,88,69,65,Yes
Henry,19,M,31,34,46,No
Rachel,21,M,41,58,87,Yes
Liam,20,M,84,46,52,Yes
Diana,20,F,65,60,98,Yes
Liam,20,M,92,67,94,Yes
Quinn,21,F,100,54,46,Yes
Uma,25,M,98,50,73,Yes
Rachel,23,F,65,78,64,Yes
Steve,22,M,32,42,34,No
Liam,22,F,34,70,59,No
Quinn,24,F,81,35,35,No
Mia,24,F,54,53,88,Yes
Grace,24,M,36,86,44,No
Jack,21,M,65,82,54,Yes
Grace,22,M,62,86,94,Yes
Tom,19,F,30,46,57,No
Alice,19,M,40,94,60,Yes
Rachel,21,M,69,91,33,Yes
Mia,24,F,60,98,77,Yes
Olivia,23,M,61,37,62,No
Diana,21,F,98,69,59,Yes
Jack,21,M,93,64,99,Yes
Eva,20,F,70,71,89,Yes
Alice,24,F,40,45,42,No
Paul,21,F,63,66,32,No
Frank,22,F,58,90,31,No
Ivy,18,M,46,74,73,Yes
Eva,20,M,39,40,70,No
Charlie,18,M,69,55,100,Yes
Liam,21,M,58,30,71,No
Olivia,21,F,95,46,64,Yes
Bob,18,F,77,89,72,Yes
Mia,20,M,78,41,43,No
Bob,21,F,95,39,48,Yes
Quinn,21,M,33,42,46,No
Eva,18,F,97,54,76,Yes
Henry,19,F,86,65,58,Yes
Frank,21,M,63,37,66,No
Tom,18,M,50,32,63,No
Henry,18,M,55,91,75,Yes
Eva,18,F,91,58,69,Yes
Alice,25,M,86,85,83,Yes
Frank,24,F,80,63,98,Yes
Bob,24,F,40,78,48,No
Bob,23,M,54,31,82,No
Charlie,22,M,93,59,64,Yes
Tom,18,M,94,75,99,Yes
Charlie,23,M,95,32,65,Yes
Jack,19,M,90,56,94,Yes
Tom,21,M,72,88,71,Yes
Henry,24,F,38,44,57,No
Liam,20,F,55,41,42,No
Diana,20,F,32,78,95,Yes
Jack,25,M,73,33,34,No
Alice,18,M,61,98,61,Yes
Jack,24,M,32,69,69,No
Alice,24,M,75,44,61,Yes
Paul,20,F,68,37,78,Yes
Rachel,25,M,100,90,100,Yes
Quinn,24,F,31,30,72,No
Diana,18,F,88,56,61,Yes
Rachel,22,F,56,81,31,No
Steve,22,F,43,74,77,Yes
Mia,21,M,98,86,33,Yes
Eva,22,M,34,46,48,No
Noah,22,F,54,93,41,Yes
Quinn,18,F,49,32,70,No
Eva,22,M,55,100,92,Yes
Olivia,18,F,43,44,60,No
Quinn,24,M,53,79,49,Yes
Noah,18,F,37,81,90,Yes
Grace,22,F,37,50,48,No
Olivia,22,F,49,37,94,Yes
Steve,25,M,95,32,64,Yes
Liam,25,F,47,49,41,No
Jack,25,M,91,95,32,Yes
Quinn,25,F,96,75,83,Yes
Eva,25,F,88,44,83,Yes
Uma,21,F,98,44,40,Yes
Mia,20,F,32,94,94,Yes
Mia,23,M,44,62,86,Yes
Ivy,25,M,46,68,64,No
Noah,25,F,58,83,99,Yes
Eva,20,M,45,44,93,Yes
Olivia,20,F,88,32,42,No
Steve,24,M,99,37,53,Yes
Charlie,20,F,43,92,88,Yes
Eva,22,M,93,100,55,Yes
Bob,25,M,35,53,85,No
Liam,19,F,93,45,46,Yes
Paul,23,F,61,60,93,Yes
Liam,22,M,91,42,67,Yes
Noah,25,M,34,43,97,No
Ivy,21,M,84,58,40,Yes
Diana,18,F,56,75,63,Yes
Charlie,19,F,68,76,89,Yes
Paul,25,F,42,97,64,Yes
Paul,20,M,60,49,44,No
Bob,19,F,58,72,40,No
Ivy,22,M,100,83,78,Yes
Alice,21,M,41,64,94,Yes
Olivia,20,M,48,48,47,No
Bob,22,F,72,38,78,Yes
Steve,18,F,91,57,95,Yes
Noah,22,M,73,38,70,Yes
Eva,23,F,40,48,61,No
Rachel,24,F,85,66,44,Yes
Alice,23,M,99,41,78,Yes
Mia,24,M,30,76,49,No
Liam,21,M,86,56,56,Yes
Steve,19,F,34,93,64,Yes
Tom,18,F,31,89,53,No
Mia,24,F,74,87,37,Yes
Quinn,23,F,63,68,38,No
Liam,22,F,89,54,43,Yes
Olivia,23,M,83,78,86,Yes
Charlie,19,M,39,80,56,No
Charlie,20,M,77,74,47,Yes
Liam,24,F,96,47,38,Yes
Mia,23,M,83,44,54,Yes
Bob,20,M,41,48,33,No
Paul,18,F,31,58,78,No
Olivia,19,M,100,65,47,Yes
Paul,20,F,74,32,32,No
Steve,22,F,61,89,56,Yes
Paul,19,M,77,73,35,Yes
Henry,25,F,45,44,95,Yes
Tom,25,F,61,31,37,No
Noah,22,M,77,43,74,Yes
Alice,22,M,45,65,90,Yes
Liam,25,M,90,83,49,Yes
Ivy,20,M,44,85,94,Yes
Charlie,23,M,63,96,54,Yes
Frank,19,F,96,67,35,Yes
Grace,24,F,91,72,88,Yes
Uma,24,M,66,91,54,Yes
Diana,25,F,48,37,70,No
Jack,25,F,39,60,78,No
Alice,24,F,77,39,59,No
Henry,24,M,82,83,69,Yes
Mia,19,F,84,49,75,Yes
Ivy,19,M,59,55,82,Yes
Grace,21,M,34,99,72,Yes
Ivy,25,F,99,30,97,Yes
Diana,25,M,40,50,79,No
Rachel,21,F,49,98,61,Yes
Olivia,25,F,55,88,97,Yes
Steve,21,F,94,36,86,Yes
Olivia,22,M,96,36,45,No
Frank,22,M,50,39,79,No
Grace,24,F,65,55,78,Yes
Noah,20,M,85,72,99,Yes
Jack,25,M,59,92,36,Yes
Olivia,23,M,84,96,92,Yes
Olivia,25,F,49,81,88,Yes
Frank,22,F,67,39,75,Yes
Mia,22,M,82,31,58,No
Mia,21,F,36,70,87,Yes
Rachel,18,F,37,88,71,Yes
Jack,19,M,30,45,61,No
Charlie,25,M,64,65,98,Yes
Rachel,21,F,95,32,82,Yes
Rachel,18,F,78,93,55,Yes
Jack,18,M,71,51,34,No
Tom,24,F,99,40,69,Yes
Liam,19,F,75,97,57,Yes
Noah,25,M,92,82,88,Yes
Paul,25,F,63,83,32,No
Noah,23,F,78,57,31,No
Eva,24,F,98,64,71,Yes
Bob,23,M,65,42,86,Yes
Tom,25,F,86,43,33,No
Quinn,25,F,43,84,49,No
Liam,21,M,98,84,77,Yes
Charlie,18,M,78,100,98,Yes
Charlie,20,F,74,37,76,Yes
Diana,19,M,98,76,42,Yes
Olivia,24,M,96,89,43,Yes
Frank,24,F,52,92,64,Yes
Ivy,20,M,80,82,72,Yes
Tom,25,F,43,66,72,Yes
Liam,22,M,72,66,55,Yes
Noah,25,M,88,53,46,Yes
Bob,20,F,53,48,62,No
Olivia,22,M,34,91,32,No
Henry,25,F,84,60,65,Yes
Tom,19,F,43,38,71,No
Charlie,19,M,34,90,83,Yes
Bob,24,F,63,54,83,Yes
Ivy,20,M,64,76,59,Yes
Jack,23,F,42,42,59,No
Henry,22,F,71,47,32,No
Ivy,23,F,70,83,72,Yes
Jack,20,F,76,35,36,No
Paul,22,F,39,60,30,No
Steve,21,M,83,43,76,Yes
Frank,22,M,30,90,79,Yes
Noah,20,F,61,61,59,Yes
Diana,25,F,40,93,36,No
Quinn,19,M,82,91,74,Yes
Jack,25,F,59,40,85,Yes
Mia,19,F,42,98,72,Yes
Tom,20,M,44,69,76,Yes
Mia,20,M,52,59,77,Yes
Jack,24,M,72,31,69,No
Grace,21,F,69,59,97,Yes
Rachel,25,F,76,75,40,Yes
Uma,25,M,82,32,85,Yes
Paul,22,M,59,64,100,Yes
Mia,22,F,74,40,72,Yes
Henry,18,F,78,95,60,Yes
Quinn,24,M,49,68,90,Yes
Mia,19,M,97,87,83,Yes
Jack,21,M,100,35,59,Yes
Alice,18,F,38,30,84,No
Liam,25,M,68,94,90,Yes
Quinn,19,F,46,93,90,Yes
Olivia,20,M,98,53,95,Yes
Ivy,24,M,99,56,40,Yes
Noah,22,M,98,97,75,Yes
Diana,25,M,80,92,83,Yes
Olivia,25,M,71,68,85,Yes
Ivy,19,M,86,90,87,Yes
Jack,23,F,74,40,75,Yes
Quinn,25,F,72,74,100,Yes
Paul,25,F,55,89,85,Yes
Bob,19,M,45,87,66,Yes
Noah,19,M,49,31,42,No
Paul,25,F,86,54,33,No
Eva,19,M,31,93,30,No
Henry,19,F,87,79,57,Yes
Mia,22,F,44,50,33,No
Jack,18,F,32,34,82,No
Steve,22,M,81,65,40,Yes
Eva,20,F,93,46,61,Yes
Eva,25,F,71,64,41,No
Ivy,19,M,37,78,56,No
Grace,20,M,42,51,86,No
Paul,25,F,33,30,87,No
Tom,24,M,63,61,62,Yes
Eva,18,F,54,39,98,Yes
Bob,21,M,96,62,50,Yes
Mia,23,F,47,34,71,No
Rachel,18,M,93,80,41,Yes
Paul,22,F,82,98,71,Yes
Bob,24,M,91,87,81,Yes
Rachel,22,M,87,83,46,Yes
Ivy,21,F,88,41,32,No
Uma,21,M,69,48,88,Yes
Eva,21,F,80,84,63,Yes
Quinn,22,F,77,39,79,Yes
Jack,20,M,77,55,70,Yes
Rachel,22,F,82,64,61,Yes
Ivy,22,F,61,99,51,Yes
Jack,23,F,55,95,72,Yes
Olivia,20,M,58,48,95,Yes
Diana,22,F,97,70,66,Yes
Noah,18,M,45,77,68,Yes
Noah,19,F,49,62,83,Yes
Jack,21,M,49,60,81,Yes
Grace,22,F,35,90,64,Yes
Uma,21,F,78,94,38,Yes
Tom,23,M,94,83,44,Yes
Steve,24,M,55,75,58,Yes
Ivy,21,M,38,90,98,Yes
Uma,21,M,88,75,93,Yes
Liam,22,F,60,79,75,Yes
Bob,24,M,54,50,72,No
Jack,21,F,61,75,92,Yes
Alice,19,M,67,77,79,Yes
Henry,22,M,41,68,94,Yes
Charlie,24,F,99,52,89,Yes
Eva,19,F,67,47,68,Yes
Quinn,19,M,72,44,73,Yes
Ivy,20,F,100,96,87,Yes
Noah,25,M,44,33,35,No
Paul,21,F,51,92,43,Yes
Alice,25,M,62,30,86,No
Uma,25,M,42,90,31,No
Eva,24,F,54,52,45,No
Charlie,22,M,80,78,77,Yes
Eva,23,F,76,86,49,Yes
Frank,24,M,38,81,65,Yes
Noah,22,M,50,98,59,Yes
Steve,22,F,90,89,82,Yes
Jack,25,M,94,88,90,Yes
Tom,22,F,99,77,49,Yes
Charlie,22,M,77,71,94,Yes
Olivia,22,M,54,39,33,No
Eva,18,M,45,42,54,No
Ivy,24,M,36,85,92,Yes
Tom,19,M,45,58,74,No
Bob,24,M,87,43,34,No
Charlie,22,M,38,60,32,No
Bob,20,F,42,40,45,No
Alice,21,F,84,89,68,Yes
Paul,25,M,40,98,65,Yes
Diana,19,M,97,35,32,No
Tom,18,F,44,89,72,Yes
Uma,25,F,66,79,77,Yes
Tom,25,F,49,54,74,No
Eva,19,F,83,84,95,Yes
Tom,22,M,49,55,88,Yes
Grace,20,M,71,64,79,Yes
Steve,25,M,97,86,65,Yes
Diana,25,F,75,75,44,Yes
Steve,19,F,55,39,87,Yes
Henry,21,M,94,30,75,Yes
Charlie,19,F,30,43,63,No
Bob,20,F,47,70,62,No
Steve,20,F,68,74,70,Yes
Uma,25,F,89,78,96,Yes
Henry,20,M,62,64,71,Yes
Henry,23,M,35,63,76,No
Alice,19,M,63,46,50,No
Rachel,25,F,87,42,37,No
Tom,22,F,89,48,67,Yes
Charlie,22,F,83,65,43,Yes
Paul,24,M,59,79,65,Yes
Bob,20,M,52,83,84,Yes
Uma,20,F,93,66,45,Yes
Paul,20,M,87,51,33,No
Grace,19,F,51,88,61,Yes
Noah,25,M,89,97,41,Yes
Diana,25,F,86,36,61,Yes
Jack,24,F,83,63,35,Yes
Steve,22,M,37,45,77,No
Mia,19,M,85,80,60,Yes
Paul,19,M,94,91,93,Yes
Noah,22,F,63,76,40,No
Bob,24,F,97,47,63,Yes
Olivia,22,F,95,88,68,Yes
Diana,22,M,90,59,50,Yes
Grace,25,M,50,82,61,Yes
Ivy,22,F,53,87,35,No
Liam,25,M,77,57,60,Yes
Liam,23,M,62,30,52,No
Bob,18,M,97,47,44,Yes
Bob,23,M,94,83,89,Yes
Quinn,23,M,42,96,84,Yes
Liam,21,M,79,33,58,No
Bob,23,M,67,68,99,Yes
Frank,21,M,93,59,30,Yes
Henry,23,F,79,32,60,No
Noah,18,M,77,70,52,Yes
Uma,21,F,67,100,48,Yes
Noah,25,F,68,77,72,Yes
Frank,25,M,45,54,52,No
Mia,25,M,76,46,60,Yes
Liam,25,F,33,86,77,Yes
Diana,23,M,79,61,53,Yes
Noah,19,F,50,55,74,No
Grace,25,F,79,67,81,Yes
Jack,18,F,99,79,54,Yes
Rachel,21,F,93,45,53,Yes
Paul,21,F,93,90,68,Yes
Frank,23,M,90,95,77,Yes
Olivia,22,M,84,73,79,Yes
Diana,18,F,48,42,50,No
Uma,21,M,58,86,43,Yes
Ivy,21,F,48,63,54,No
Noah,22,M,48,39,89,No
Ivy,24,F,50,30,84,No
Steve,23,M,95,68,50,Yes
Liam,19,F,83,78,100,Yes
Ivy,21,F,75,31,35,No
Bob,23,M,59,47,72,No
Uma,25,M,41,57,72,No
Quinn,25,F,57,38,30,No
Tom,25,M,33,84,67,Yes
Tom,25,F,67,100,63,Yes
Bob,21,F,41,89,55,Yes
Quinn,21,M,57,88,40,Yes
Steve,22,F,67,100,52,Yes
Jack,24,M,51,73,98,Yes
Charlie,18,F,98,54,47,Yes
Paul,18,F,51,42,82,No
Tom,24,M,58,69,87,Yes
Jack,23,M,50,59,47,No
Mia,24,M,68,45,84,Yes
Bob,20,F,30,90,41,No
Rachel,19,M,36,75,60,No
Paul,23,M,69,79,85,Yes
Eva,18,F,55,89,50,Yes
Ivy,24,F,57,42,73,No
Alice,22,M,60,38,78,No
Alice,22,F,50,76,69,Yes
Diana,23,F,37,91,42,No
Paul,21,F,97,71,72,Yes
Quinn,18,M,49,30,51,No
Eva,19,F,81,84,90,Yes
Tom,23,M,51,75,83,Yes
Steve,22,M,67,37,68,No
Olivia,24,F,43,42,61,No
Olivia,23,F,94,85,90,Yes
Olivia,21,M,51,66,82,Yes
Alice,19,F,73,91,53,Yes
Eva,20,M,93,38,84,Yes
Grace,18,F,49,64,86,Yes
Mia,19,M,62,61,30,No
Eva,18,F,33,83,56,No
Jack,22,M,96,68,30,Yes
Paul,23,M,66,87,61,Yes
Grace,24,F,46,93,71,Yes
Bob,18,M,80,87,83,Yes
Quinn,24,F,67,38,36,No
Paul,18,M,50,89,84,Yes
Uma,23,M,89,76,52,Yes
Liam,18,M,87,36,100,Yes
Grace,21,M,65,81,87,Yes
Liam,19,F,74,65,43,Yes
Alice,25,M,69,45,57,No
Rachel,24,F,97,72,95,Yes
Tom,24,M,64,53,79,Yes
Olivia,21,M,42,75,32,No
Eva,25,F,80,43,38,No
Tom,24,M,65,46,94,Yes
Henry,25,F,42,42,80,No
Bob,19,M,60,92,90,Yes
Frank,19,F,62,51,39,No
Quinn,18,F,58,60,97,Yes
Steve,19,F,82,95,43,Yes
Paul,18,F,82,100,40,Yes
Jack,20,M,72,46,87,Yes
Diana,21,M,77,98,33,Yes
Frank,25,M,79,69,84,Yes
Henry,22,F,53,66,80,Yes
Paul,20,M,62,37,66,No
Frank,22,M,77,77,59,Yes
Tom,18,F,80,65,45,Yes
Noah,24,F,36,85,49,No
Rachel,20,F,36,76,75,Yes
Rachel,22,F,83,81,46,Yes
Quinn,23,M,44,52,63,No
